gid,light,dem,ndvi,road_dis,poi_dis,poi
9197,0,0,0.0,16118,51194.84236343579,0.0
9198,0,0,0.0,16587,52225.74549670967,0.0
9199,0,0,0.0,17057,53247.2314183509,0.0
9200,0,0,0.0,17529,54246.667614561644,0.0
9201,0,0,0.0,18003,55218.60542639922,0.0
9202,0,0,0.0,18478,56165.09550373766,0.0
9203,0,0,0.0,18954,57115.092999668275,0.0
9204,0,0,0.0,19431,58068.48423657869,0.0
9205,0,0,0.0,19910,59025.159545112605,0.0
9206,0,0,0.0,20390,59985.013110676395,0.0
9207,0,0,0.0,20870,60947.9428307413,0.0
9208,0,0,0.0,21352,61913.850181026864,0.0
9209,0,0,0.0,21834,62882.64008905493,0.0
9210,0,0,0.0,22317,63854.22081389091,0.0
9211,0,0,0.0,22801,64828.503831148395,0.0
9212,0,0,0.0,23285,65805.40372254349,0.0
9213,0,0,0.0,23770,66784.83806944948,0.0
9214,0,0,0.0,24256,67766.7273500331,0.0
9215,0,0,0.0,24742,68750.99483965593,0.0
9216,0,0,0.0,25229,69737.56650567877,0.0
9217,0,0,0.0,25717,70726.37092533408,0.0
9218,0,0,0.0,26204,71717.33921246741,0.0
9219,0,0,0.0,26693,72707.41352646906,0.0
9220,0,0,0.0,27179,73690.56294150687,0.0
9221,0,0,0.0,27638,74675.82649991586,0.0
9222,0,0,0.0,28098,75663.14453967067,0.0
9223,0,0,0.0,28560,76652.45937514797,0.0
9224,0,0,0.0,29023,77643.71522742072,0.0
9225,0,0,0.0,29487,78636.85815679374,0.0
9226,0,0,0.0,29952,79626.81775336988,0.0
9227,0,0,0.0,30418,80617.8725558893,0.0
9228,0,0,0.0,30886,81610.8218250831,0.0
9229,0,0,0.0,31354,82605.61212619739,0.0
9230,0,0,0.0,31824,83602.19186228627,0.0
9231,0,0,0.0,32294,84600.51120208987,0.0
9232,0,0,0.0,32765,85600.52201090951,0.0
9233,0,0,0.0,33237,86602.1777843648,0.0
9234,0,0,0.0,33710,87605.4335849186,0.0
9235,0,0,0.0,34184,88610.24598106049,0.0
9236,0,0,0.0,34658,89616.57298904141,0.0
9237,0,0,0.0,35133,90624.37401705526,0.0
9238,0,0,0.0,35609,91633.60981176666,0.0
9239,0,0,0.0,36085,92644.24240708699,0.0
9240,0,0,0.0,36562,93656.23507510456,0.0
9241,0,0,0.0,37040,94669.55227907664,0.0
9242,0,0,0.0,37518,95669.31437521566,0.0
9243,0,0,0.0,37997,96664.67522855327,0.0
9244,0,0,0.0,38476,97661.57290516507,0.0
9245,0,0,0.0,38956,98659.97025147111,0.0
9246,0,0,0.0,39436,99659.83121302992,0.0
9247,0,0,0.0,39917,100661.12079686191,0.0
9248,0,0,0.0,40398,101661.84452814567,0.0
9249,0,0,0.0,40880,102662.88462426249,0.0
9250,0,0,0.0,41362,103665.31691055225,0.0
9251,0,0,0.0,8215,30586.302401603993,0.0
9252,0,0,0.0,7802,29730.42033831796,0.0
9253,0,0,0.0,7400,28888.190503670496,0.0
9254,0,0,0.0,6956,28061.091936211164,0.0
9255,0,0,0.0,6513,27250.847119742568,0.0
9256,0,0,0.0,6078,26459.405153550553,0.0
9257,0,0,0.0,5654,25688.961352574835,0.0
9258,0,0,0.0,5244,24942.412582298144,0.0
9259,0,0,0.0,4850,24223.26984681244,0.0
9260,0,0,0.0,4475,23525.6548105887,0.0
9261,0,0,0.0,4107,22817.066923560753,0.0
9262,0,0,0.0,3739,22147.78795407135,0.0
9263,0,0,0.0,3380,21523.979376565367,0.0
9264,0,0,0.0,3057,20952.434579087276,0.0
9265,0,0,0.0,2787,20440.283104484017,0.0
9266,0,0,0.0,2587,19994.518849579086,0.0
9267,0,0,0.0,2473,19621.386997228277,0.0
9268,0,0,0.0,2234,19325.65940863202,0.0
9269,0,0,0.0,2029,19109.479193466508,0.0
9270,0,0,0.0,1853,18975.02703719387,0.0
9271,0,0,0.0,1530,18803.470861383114,0.0
9272,0,0,0.0,1296,18600.51976796358,0.0
9273,0,0,0.0,970,18461.348653943023,0.0
9274,0,0,0.0,837,18310.98125043394,0.0
9275,0,0,0.0,833,18223.865197456344,0.0
9276,0,23,0.7639199999999999,846,18176.886360170192,0.0
9277,5,23,0.7441086956521741,876,18220.412437303803,0.0
9278,5,27,0.7519328333333329,1100,18350.525720155903,0.0
9279,5,28,0.9121297391304349,1467,18560.76747017119,0.0
9280,6,28,0.9562594999999999,1341,18843.289913934663,0.0
9281,6,28,0.9397464285714279,858,18989.116971265652,0.0
9282,8,28,0.8547785454545459,376,19047.520419024313,0.0
9283,9,28,0.856329130434783,92,19147.53565158124,0.0
9284,10,12,0.9180379999999989,575,19302.365816169757,0.0
9285,10,-8,0.0,1056,19485.67443760065,0.0
9286,0,-8,0.0,1538,19682.47253118058,0.0
9287,0,0,0.0,2021,19921.142442795386,0.0
9288,0,0,0.0,2504,20159.306576451145,0.0
9289,0,0,0.0,2986,20385.305412389847,0.0
9290,0,0,0.0,3462,20664.413167003517,0.0
9291,0,0,0.0,3942,20952.32785084383,0.0
9292,0,0,0.0,4395,21294.421673952464,0.0
9293,0,0,0.0,4821,21686.281721270712,0.0
9294,0,0,0.0,5259,22118.915515547105,0.0
9295,0,0,0.0,5708,22569.514568885563,0.0
9296,0,0,0.0,6164,23059.028288956975,0.0
9297,0,0,0.0,6627,23584.023356522695,0.0
9298,0,0,0.0,7095,24141.355765600118,0.0
9299,0,0,0.0,7567,24728.171157614997,0.0
9300,0,0,0.0,8042,25341.89499807221,0.0
9301,0,0,0.0,8517,25980.216428717686,0.0
9302,0,0,0.0,8624,26641.068649266028,0.0
9303,0,0,0.0,8161,26990.6324026495,0.0
9304,0,0,0.0,7703,26724.045952594082,0.0
9305,0,0,0.0,7250,26272.581781699253,0.0
9306,0,0,0.0,6803,25764.444489684218,0.0
9307,0,0,0.0,6365,25283.058685115888,0.0
9308,0,0,0.0,5936,24833.815056196276,0.0
9309,0,0,0.0,5519,24418.979186386023,0.0
9310,0,0,0.0,5117,24040.964914695178,0.0
9311,0,0,0.0,4734,23702.309545704495,0.0
9312,0,0,0.0,4374,23405.637115258913,0.0
9313,0,0,0.0,4045,23153.60879373991,0.0
9314,0,0,0.0,3753,22931.934612287576,0.0
9315,0,0,0.0,3504,22548.62323349655,0.0
9316,0,0,0.0,3281,22130.383089553252,0.0
9317,0,0,0.0,3124,21706.069073986604,0.0
9318,0,0,0.0,3041,21308.506753572052,0.0
9319,0,0,0.0,3040,20886.489904879632,0.0
9320,0,0,0.0,3120,20447.243472592007,0.0
9321,0,0,0.0,3275,20059.996618923145,0.0
9322,0,0,0.0,3435,19727.51160970808,0.0
9323,0,0,0.0,3632,19451.8909925551,0.0
9324,0,0,0.0,3884,19234.456581087346,0.0
9325,0,0,0.0,3961,19067.528844522956,0.0
9326,0,0,0.0,3892,18900.12290419942,0.0
9327,0,0,0.0,3887,18681.716524914722,0.0
9328,0,0,0.0,3941,18486.099211597764,0.0
9329,0,0,0.0,3447,18156.32303006018,0.0
9330,0,0,0.0,2954,17473.528452944523,0.0
9331,0,0,0.0,2465,16653.698916314737,0.0
9332,0,0,0.0,1980,15852.812139686648,0.0
9333,0,0,0.0,1506,15074.496034780766,0.0
9334,0,0,0.0,1055,14323.490339919388,0.0
9335,0,0,0.0,679,13605.757108713757,0.0
9336,0,23,0.938616,554,12920.447528041275,0.0
9337,7,23,0.934385954545454,333,12240.04952492325,0.0
9338,7,23,0.881347692307692,66,11532.74517843248,0.0
9339,7,23,0.8006002857142859,50,10856.80317120194,0.0
9340,8,23,0.784231347826087,415,10191.466142467425,0.0
9341,8,23,0.78267664,75,9599.548636016107,0.3719451882520026
9342,9,29,0.8049634545454549,414,9118.2101581884,0.0
9343,8,29,0.8173726,500,8741.822754987017,0.0
9344,8,24,0.791130666666667,2,8633.117706593712,0.0
9345,7,24,0.77551128,69,8939.893243593833,0.0
9346,7,24,0.8066313846153841,224,9303.50531389742,0.0
9347,5,24,0.7604175714285721,16,9712.30922928841,0.0
9348,5,30,0.7005842,240,10109.282108238043,0.0
9349,5,30,0.786891,103,10537.05378013373,0.0
9350,5,33,0.744720038461538,496,11000.951018466647,0.0
9351,5,33,0.7118050434782609,472,11537.205190913426,0.0
9352,5,33,0.7179886190476189,2,11996.897221777828,0.0
9353,5,33,0.735754576923077,331,12492.965373478753,0.0
9354,5,37,0.7452314999999999,553,12990.802707299776,0.0
9355,6,37,0.743028923076923,310,13248.799025390897,0.0
9356,6,28,0.716463380952381,120,12875.537344649481,0.0
9357,8,28,0.717425,38,12378.143996922892,0.0
9358,8,30,0.77072804,29,11855.273650140161,0.0
9359,9,30,0.8753551818181821,149,11306.557694672492,0.19309006377773713
9360,9,29,0.847723,153,10903.039214866003,0.0
9361,12,29,0.805683,272,10531.658530313198,0.0
9362,12,40,0.83922156,384,10120.641038934793,0.0
9363,14,40,0.87961596,66,9516.260088085777,0.0
9364,14,49,0.8181487142857142,6,8767.903643171374,0.3719451882520026
9365,14,49,0.8066938,15,8086.168812663454,0.0
9366,14,35,0.77111480952381,101,7569.813735921395,0.19309006377773713
9367,13,35,0.7456272222222221,0,7178.2807110936255,0.19745238388686556
9368,12,35,0.8672090909090909,72,7112.210994753697,3.5001878980875185
9369,10,35,0.9171308636363641,191,7829.007888836537,0.0
9370,9,47,0.9024912083333342,220,8669.696458165472,0.0
9371,7,47,0.880287,4,9488.784566409466,0.0
9372,7,38,0.880287,77,10253.227537263998,0.0
9373,6,38,0.880287,126,11030.863439354203,0.0
9374,6,38,0.8751629999999999,541,11766.656369445645,0.0
9375,5,38,0.9617325999999999,191,12154.86001155081,0.0
9376,5,38,0.983375,220,12563.572099183863,0.0
9377,5,38,0.9625621999999999,225,13026.111500340981,0.0
9378,5,33,0.92300575,53,13526.34677946852,0.0
9379,4,33,0.917175423076923,165,14031.54852338129,0.0
9380,4,31,0.907081173913044,369,14534.042696482946,0.0
9381,1,31,0.848185173913044,73,15085.237671897758,0.0
9382,1,31,0.8686216956521741,46,15327.064416527557,0.0
9383,0,31,0.9462144285714279,425,15336.700121129019,0.0
9384,0,17,0.904209592592593,474,15288.77858061468,0.0
9385,0,17,0.860575181818182,209,15305.46198905893,0.0
9386,3,19,0.850211,272,15381.963080147478,0.0
9387,3,19,0.850211,747,15510.166605029226,0.0
9388,4,19,0.826935391304348,825,15582.050505446894,0.0
9389,5,19,0.773734,820,15658.141088174263,0.0
9390,5,26,0.7963227619047621,851,15673.854344307181,0.0
9391,0,26,0.8787940000000001,471,15725.338371620797,0.0
9392,0,51,0.9039335,5,15817.270890745262,0.0
9393,0,51,0.9425671666666658,235,15683.233633412317,0.0
9394,0,35,0.89021324,108,15396.372074399596,0.18413582776426302
9395,0,35,0.8691386190476189,21,15315.28065512606,0.18413582776426302
9396,0,24,0.90558996,33,15474.220133096138,0.0
9397,0,24,0.9593795454545451,93,15690.810077468886,0.0
9398,0,21,0.9519522592592591,5,15940.355602740308,0.0
9399,0,21,0.9475209047619051,240,16151.410699474747,0.0
9400,0,20,0.9250459999999999,469,16128.207625972937,0.0
9401,0,20,0.809824,703,16004.7417354716,0.0
9402,0,20,0.7811474782608699,1126,15868.36843025293,0.0
9403,0,20,0.776846,1063,15658.451527636218,0.0
9404,3,22,0.8522018,761,15473.083994009687,0.0
9405,3,22,0.91814576,712,15365.364986430277,0.0
9406,4,36,0.9305095416666658,515,15365.619227903659,0.0
9407,5,35,0.9067780869565221,217,15500.772452385867,0.0
9408,5,31,0.872167666666667,21,15764.7565392092,0.0
9409,0,31,0.0,367,16136.604482581497,0.0
9410,0,0,0.0,867,16570.62280514425,0.0
9411,0,0,0.0,1367,17114.828017913547,0.0
9412,0,0,0.0,1867,17728.47695267144,0.0
9413,0,0,0.0,2367,18419.149246337165,0.0
9414,0,0,0.0,2864,19175.598727197525,0.0
9415,0,0,0.0,3170,19982.933685120413,0.0
9416,0,0,0.0,3513,20827.92546404967,0.0
9417,0,0,0.0,3891,21703.54352566443,0.0
9418,0,0,0.0,4294,22603.40743132617,0.0
9419,0,0,0.0,4712,23520.523342013494,0.0
9420,0,0,0.0,5136,24454.220747818683,0.0
9421,0,0,0.0,5572,25401.694802190672,0.0
9422,0,0,0.0,6018,26360.776872417275,0.0
9423,0,0,0.0,6390,27320.461726148827,0.0
9424,0,0,0.0,6776,28280.074925690093,0.0
9425,0,0,0.0,7176,29234.12306541214,0.0
9426,0,0,0.0,7587,30190.696332544856,0.0
9427,0,0,0.0,8009,31155.31077202184,0.0
9428,0,0,0.0,8337,32127.156496313695,0.0
9429,0,0,0.0,8680,33105.537021965436,0.0
9430,0,0,0.0,9037,34089.84904834632,0.0
9431,0,0,0.0,9407,35079.566537537954,0.0
9432,0,0,0.0,9789,36074.228049946665,0.0
9433,0,0,0.0,10181,37073.42657301633,0.0
9434,0,0,0.0,10582,38076.80127954554,0.0
9435,0,0,0.0,10991,39084.03079426004,0.0
9436,0,0,0.0,11408,40094.82765010116,0.0
9437,0,0,0.0,11830,41108.93369096628,0.0
9438,0,0,0.0,12259,42126.11623338126,0.0
9439,0,0,0.0,12693,43146.164841297,0.0
9440,0,0,0.0,13132,44168.88859971911,0.0
9441,0,0,0.0,13575,45194.11379690083,0.0
9442,0,0,0.0,14021,46221.681943293,0.0
9443,0,0,0.0,14472,47251.44806974315,0.0
9444,0,0,0.0,14925,48279.745591731735,0.0
9445,0,0,0.0,15381,49286.12335995999,0.0
9446,0,0,0.0,15840,50265.32270929803,0.0
9447,0,0,0.0,16301,51233.992598697405,0.0
9448,0,0,0.0,16765,52206.21672015134,0.0
9449,0,0,0.0,17231,53181.85738131956,0.0
9450,0,0,0.0,17698,54141.95581597139,0.0
9451,0,0,0.0,18167,55084.916444625465,0.0
9452,0,0,0.0,18638,56031.59146902642,0.0
9453,0,0,0.0,19110,56981.85495263011,0.0
9454,0,0,0.0,19584,57935.585780817404,0.0
9455,0,0,0.0,20059,58892.624200880564,0.0
9456,0,0,0.0,20535,59852.83833557615,0.0
9457,0,0,0.0,21012,60816.18769673278,0.0
9458,0,0,0.0,21490,61782.56815742084,0.0
9459,0,0,0.0,21970,62751.879488189974,0.0
9460,0,0,0.0,22450,63724.02520139451,0.0
9461,0,0,0.0,22931,64698.912403799746,0.0
9462,0,0,0.0,23413,65676.45165645001,0.0
9463,0,0,0.0,23895,66656.55684098466,0.0
9464,0,0,0.0,24378,67639.14503175247,0.0
9465,0,0,0.0,24862,68624.1363732047,0.0
9466,0,0,0.0,25347,69611.45396214987,0.0
9467,0,0,0.0,25832,70601.02373453372,0.0
9468,0,0,0.0,26318,71592.77435647024,0.0
9469,0,0,0.0,26804,72575.4333472129,0.0
9470,0,0,0.0,27291,73559.33825913149,0.0
9471,0,0,0.0,27778,74545.37186146025,0.0
9472,0,0,0.0,28265,75533.47267447393,0.0
9473,0,0,0.0,28753,76523.58133656935,0.0
9474,0,0,0.0,29214,77515.6405238228,0.0
9475,0,0,0.0,29675,78509.59487262121,0.0
9476,0,0,0.0,30137,79505.39090525708,0.0
9477,0,0,0.0,30601,80502.9769396555,0.0
9478,0,0,0.0,31066,81502.30307643375,0.0
9479,0,0,0.0,31531,82502.3228190623,0.0
9480,0,0,0.0,31998,83499.47562845792,0.0
9481,0,0,0.0,32466,84498.3753021385,0.0
9482,0,0,0.0,32935,85497.84580645419,0.0
9483,0,0,0.0,33404,86496.48009409115,0.0
9484,0,0,0.0,33875,87496.80560918445,0.0
9485,0,0,0.0,34346,88498.77549179654,0.0
9486,0,0,0.0,34818,89502.34447281898,0.0
9487,0,0,0.0,35291,90507.46881222319,0.0
9488,0,0,0.0,35765,91507.0059513857,0.0
9489,0,0,0.0,36239,92493.86034344685,0.0
9490,0,0,0.0,36714,93482.47884442644,0.0
9491,0,0,0.0,37190,94472.8168808954,0.0
9492,0,0,0.0,37666,95464.83125652814,0.0
9493,0,0,0.0,38143,96458.48010316545,0.0
9494,0,0,0.0,38620,97453.72283376342,0.0
9495,0,0,0.0,39098,98450.52009715785,0.0
9496,0,0,0.0,39577,99448.83373457483,0.0
9497,0,0,0.0,40056,100448.62673782127,0.0
9498,0,0,0.0,40536,101449.86320908892,0.0
9499,0,0,0.0,41016,102452.50832230964,0.0
9500,0,0,0.0,41496,103456.52828599974,0.0
9501,0,0,0.0,7952,30012.940551196207,0.0
9502,0,0,0.0,7524,29139.04452579909,0.0
9503,0,0,0.0,7106,28277.57463151318,0.0
9504,0,0,0.0,6700,27429.892638444246,0.0
9505,0,0,0.0,6287,26597.601805792558,0.0
9506,0,0,0.0,5838,25782.60312483219,0.0
9507,0,0,0.0,5395,24986.881522579988,0.0
9508,0,0,0.0,4964,24213.42103352093,0.0
9509,0,0,0.0,4546,23465.351409635936,0.0
9510,0,0,0.0,4146,22746.84789088,0.0
9511,0,0,0.0,3769,22033.289206995156,0.0
9512,0,0,0.0,3401,21329.50445868062,0.0
9513,0,0,0.0,3033,20670.656778796405,0.0
9514,0,0,0.0,2673,20064.685440737416,0.0
9515,0,0,0.0,2360,19520.24963055826,0.0
9516,0,0,0.0,2119,19046.104883678014,0.0
9517,0,0,0.0,1978,18650.182927961923,0.0
9518,0,0,0.0,1820,18338.583241678913,0.0
9519,0,0,0.0,1561,18114.549181004433,0.0
9520,0,0,0.0,1430,17978.1580130328,0.0
9521,0,0,0.0,1146,17855.942013857883,0.0
9522,0,0,0.0,849,17643.28609625597,0.0
9523,0,0,0.0,595,17490.329589605106,0.0
9524,0,0,0.0,337,17324.946480639857,0.0
9525,0,0,0.815882,333,17246.333522645815,0.0
9526,0,0,0.8090470000000001,346,17221.02993133569,0.0
9527,4,0,0.7890855999999999,403,17276.09255016329,0.0
9528,4,27,0.7725354285714291,778,17426.23260774569,0.0
9529,4,27,0.8938555,1244,17662.575663838885,0.0
9530,5,27,0.9445628461538459,1208,17953.108379716352,0.0
9531,6,27,0.9166908000000001,726,18068.116309574303,0.0
9532,8,27,0.8706851999999999,243,18113.971009224868,0.0
9533,9,27,0.8389854999999999,224,18219.825631699005,0.0
9534,10,-1,0.828761913043478,705,18385.08511631096,0.0
9535,10,-8,0.7128329999999999,1188,18555.334333091552,0.0
9536,0,-8,0.0,1671,18768.186534034558,0.0
9537,0,0,0.0,2153,18981.243626165757,0.0
9538,0,0,0.0,2544,19172.21004117399,0.0
9539,0,0,0.0,2897,19413.125371248505,0.0
9540,0,0,0.0,3288,19679.274809126353,0.0
9541,0,0,0.0,3705,19989.734469659976,0.0
9542,0,0,0.0,4141,20356.08779109202,0.0
9543,0,0,0.0,4590,20773.229379691395,0.0
9544,0,0,0.0,5049,21217.90600742876,0.0
9545,0,0,0.0,5514,21693.249713406913,0.0
9546,0,0,0.0,5986,22207.34445859273,0.0
9547,0,0,0.0,6461,22756.48748801691,0.0
9548,0,0,0.0,6940,23337.338938431014,0.0
9549,0,0,0.0,7412,23946.908840044805,0.0
9550,0,0,0.0,7822,24582.535020352112,0.0
9551,0,0,0.0,8242,25241.856285468573,0.0
9552,0,0,0.0,8454,25922.783895254724,0.0
9553,0,0,0.0,7981,26271.97377005821,0.0
9554,0,0,0.0,7511,25950.499149486175,0.0
9555,0,0,0.0,7046,25443.997206442426,0.0
9556,0,0,0.0,6586,24914.44448837394,0.0
9557,0,0,0.0,6132,24414.632874574276,0.0
9558,0,0,0.0,5685,23946.798084060712,0.0
9559,0,0,0.0,5249,23513.37907512007,0.0
9560,0,0,0.0,4824,23117.007494260615,0.0
9561,0,0,0.0,4416,22760.48487610146,0.0
9562,0,0,0.0,4028,22446.745105843973,0.0
9563,0,0,0.0,3668,22178.800584363515,0.0
9564,0,0,0.0,3343,21951.417778914114,0.0
9565,0,0,0.0,3066,21649.239156676937,0.0
9566,0,0,0.0,2826,21292.946680439683,0.0
9567,0,0,0.0,2642,20877.961536547362,0.0
9568,0,0,0.0,2543,20484.7575134427,0.0
9569,0,0,0.0,2542,20075.941966245085,0.0
9570,0,0,0.0,2637,19620.34138054229,0.0
9571,0,0,0.0,2813,19219.657824253398,0.0
9572,0,0,0.0,2968,18877.268359712878,0.0
9573,0,0,0.0,3195,18595.731696085033,0.0
9574,0,0,0.0,3479,18376.635954480043,0.0
9575,0,0,0.0,3473,18204.058776337504,0.0
9576,0,0,0.0,3394,18052.4406497533,0.0
9577,0,0,0.0,3387,17927.34156804052,0.0
9578,0,0,0.0,3454,17789.16974093903,0.0
9579,0,0,0.0,3376,17581.726499296008,0.0
9580,0,0,0.0,2904,17220.22799607029,0.0
9581,0,0,0.0,2404,16495.93392504812,0.0
9582,0,0,0.0,1904,15700.246645282272,0.0
9583,0,0,0.0,1404,14929.18198871011,0.0
9584,0,0,0.0,904,14188.837579013241,0.0
9585,0,0,0.84955,406,13487.228040121136,0.0
9586,0,23,0.9010607692307689,104,12834.121023232365,0.0
9587,6,23,0.91476304,166,12194.61866989143,0.0
9588,6,23,0.9288190952380949,54,11621.059437531125,0.0
9589,7,23,0.732881,388,11030.18017407141,0.0
9590,7,23,0.7652529565217391,486,10491.655557581043,0.0
9591,8,23,0.7716496363636371,40,9993.330013664845,0.0
9592,8,23,0.797460583333333,98,9543.591374267538,0.0
9593,7,23,0.8059073636363641,345,9295.211500543715,0.0
9594,7,22,0.7891675555555551,6,9246.679951524833,0.0
9595,6,22,0.7850143809523811,293,9461.567550379412,0.0
9596,6,26,0.793276318181818,303,9743.573314281855,0.0
9597,5,26,0.797556,108,10066.983653293015,0.0
9598,5,24,0.746690260869565,166,10387.307413702667,0.0
9599,5,24,0.832433076923077,22,10715.936469031742,0.0
9600,5,23,0.7833638,448,11186.074692311671,0.0
9601,5,23,0.760682333333333,666,11743.921800798797,0.0
9602,5,23,0.74829956,169,12176.227024634933,0.0
9603,5,23,0.744230772727273,207,12639.320613559847,0.0
9604,5,27,0.764552,604,13076.65042746136,0.0
9605,6,27,0.7781774,263,13231.771243539208,0.0
9606,6,22,0.768071,237,12914.756797551865,0.0
9607,7,22,0.768071,30,12491.15122101004,0.0
9608,7,24,0.7478237272727271,221,11994.98030475452,0.0
9609,10,24,0.824657083333333,537,11488.101804691922,0.0
9610,10,26,0.876280318181818,287,11055.968336199467,0.0
9611,13,26,0.8382806666666658,351,10722.674562856984,0.0
9612,13,36,0.833685476190476,205,10315.023441722815,0.0
9613,14,36,0.8560177826086959,124,9710.965340607321,0.0
9614,14,47,0.805417333333333,124,8995.884911416275,0.0
9615,14,47,0.7888340434782609,58,8367.381327067455,0.0
9616,14,27,0.729717538461539,27,7897.011747091683,0.0
9617,13,27,0.7649279999999999,279,7639.083304601201,0.12398172941733421
9618,12,27,0.88964784,15,7583.768999626365,0.39811910890677316
9619,9,27,0.9134040000000001,140,8065.920830116132,0.20617702410512243
9620,9,41,0.8800188695652181,39,8796.101196245774,0.0
9621,7,41,0.858557,127,9538.82329255075,0.0
9622,7,38,0.8618781999999999,41,10293.090239424935,0.0
9623,6,38,0.876078,59,11078.92482575996,0.0
9624,6,38,0.8751629999999999,268,11644.245535248965,0.0
9625,6,38,0.932852391304347,209,12016.795060061911,0.0
9626,6,38,0.939588739130435,161,12428.655403618213,0.0
9627,5,38,0.9702434347826079,59,12894.636886012839,0.0
9628,5,33,0.9269936538461541,74,13413.561106838157,0.0
9629,3,33,0.8925714761904759,322,13918.728555530126,0.0
9630,3,31,0.879123125,36,14490.822508303865,0.0
9631,0,31,0.867687608695653,333,15121.116917665136,0.0
9632,0,31,0.9197129999999999,148,15506.223064184653,0.0
9633,0,31,0.9197129999999999,10,15518.672848914539,0.0
9634,0,17,0.9197129999999999,155,15542.766283211333,0.0
9635,0,17,0.854997461538462,10,15568.155477536686,0.0
9636,0,23,0.8395889999999999,334,15649.130589316108,0.0
9637,0,23,0.8284846923076921,485,15781.39320637216,0.0
9638,0,23,0.795547727272727,878,15955.671405764928,0.0
9639,0,23,0.753456142857143,1175,16049.849815099644,0.0
9640,0,32,0.790413307692308,675,16102.159937209302,0.0
9641,0,32,0.906401772727273,176,16152.33671563745,0.0
9642,0,93,0.9307056153846159,321,16197.32355078466,0.0
9643,0,93,0.969457,241,16033.431994390676,0.0
9644,0,45,0.903068391304348,96,15768.006014118586,0.0
9645,0,45,0.850256333333333,112,15689.959295373032,0.30031130014420954
9646,0,30,0.910296652173913,97,15799.191053413202,0.0
9647,0,30,0.974301,188,15925.296825558595,0.0
9648,0,19,0.9438926,197,16097.675932004639,0.0
9649,0,19,0.822259,5,16286.591537997992,0.0
9650,0,19,0.822259,376,16238.861832511897,0.0
9651,0,19,0.8211285454545459,866,16125.450798158272,0.0
9652,0,24,0.79917147826087,1363,15975.654312908997,0.0
9653,0,24,0.798580857142857,1145,15763.471036294392,0.0
9654,0,24,0.8310537857142858,670,15613.983918193986,0.0
9655,0,24,0.919642904761905,261,15546.332139086748,0.0
9656,5,34,0.954092583333333,120,15584.517172275877,0.0
9657,5,35,0.9432535,176,15743.240728131243,0.0
9658,5,37,0.940623857142857,169,16019.078730133346,0.0
9659,0,37,0.0,589,16403.877940257702,0.0
9660,0,0,0.0,984,16849.37633084821,0.0
