subid,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60
13,0.9974511469838573,0.0016992353440951572,0.0008496176720475786,0.0,0.0,0.9983007646559049,0.0016992353440951572,0.0,0.0,0.0,0.9949022939677146,0.005097706032285472,0.0,0.0,0.0,0.9949022939677146,0.004248088360237893,0.0008496176720475786,0.0,0.0,0.9923534409515717,0.0076465590484282074,0.0,0.0,0.0,0.9957519116397621,0.004248088360237893,0.0,0.0,0.0,0.9923534409515717,0.005097706032285472,0.002548853016142736,0.0,0.0,0.9991503823279524,0.0008496176720475786,0.0,0.0,0.0,0.9966015293118097,0.002548853016142736,0.0008496176720475786,0.0,0.0,0.994052676295667,0.00594732370433305,0.0,0.0,0.0,0.9974511469838573,0.0,0.002548853016142736,0.0,0.0,0.9991503823279524,0.0008496176720475786,0.0,0.0,0.0
14,0.9984748347737672,0.001525165226232842,0.0,0.0,0.0,0.9989832231825114,0.0010167768174885613,0.0,0.0,0.0,0.9959328927300457,0.003050330452465684,0.0010167768174885613,0.0,0.0,0.9954245043213015,0.004067107269954245,0.0005083884087442806,0.0,0.0,0.99644128113879,0.0035587188612099642,0.0,0.0,0.0,0.9969496695475343,0.003050330452465684,0.0,0.0,0.0,0.9954245043213015,0.0035587188612099642,0.0,0.0010167768174885613,0.0,0.9989832231825114,0.0010167768174885613,0.0,0.0,0.0,0.9959328927300457,0.004067107269954245,0.0,0.0,0.0,0.9959328927300457,0.004067107269954245,0.0,0.0,0.0,0.99644128113879,0.001525165226232842,0.0020335536349771225,0.0,0.0,0.9974580579562786,0.002541942043721403,0.0,0.0,0.0
15,0.9712746858168761,0.019748653500897665,0.008976660682226212,0.0,0.0,0.9874326750448833,0.010771992818671455,0.0,0.0017953321364452424,0.0,0.9587073608617595,0.02872531418312388,0.012567324955116697,0.0,0.0,0.9874326750448833,0.005385996409335727,0.005385996409335727,0.0017953321364452424,0.0,0.9910233393177738,0.003590664272890485,0.005385996409335727,0.0,0.0,0.9730700179533214,0.019748653500897665,0.005385996409335727,0.0017953321364452424,0.0,0.9730700179533214,0.017953321364452424,0.00718132854578097,0.0017953321364452424,0.0,0.992818671454219,0.00718132854578097,0.0,0.0,0.0,0.9784560143626571,0.01615798922800718,0.005385996409335727,0.0,0.0,0.9820466786355476,0.01436265709156194,0.003590664272890485,0.0,0.0,0.9874326750448833,0.012567324955116697,0.0,0.0,0.0,0.9658886894075404,0.026929982046678635,0.005385996409335727,0.0017953321364452424,0.0
16,0.9661134163208852,0.030428769017980636,0.003457814661134163,0.0,0.0,0.9785615491009682,0.016597510373443983,0.004149377593360996,0.0,0.0006915629322268327,0.9785615491009682,0.017980636237897647,0.0027662517289073307,0.0006915629322268327,0.0,0.9757952973720608,0.017980636237897647,0.006224066390041493,0.0,0.0,0.9861687413554634,0.011065006915629323,0.0027662517289073307,0.0,0.0,0.9896265560165975,0.009681881051175657,0.0006915629322268327,0.0,0.0,0.9861687413554634,0.011756569847856155,0.002074688796680498,0.0,0.0,0.9868603042876902,0.012448132780082987,0.0006915629322268327,0.0,0.0,0.9730290456431535,0.01867219917012448,0.008298755186721992,0.0,0.0,0.9591977869986169,0.04080221300138313,0.0,0.0,0.0,0.9882434301521439,0.008298755186721992,0.0027662517289073307,0.0006915629322268327,0.0,0.9612724757952974,0.034578146611341634,0.003457814661134163,0.0006915629322268327,0.0
17,0.7641509433962265,0.1792452830188679,0.05660377358490566,0.0,0.0,0.7924528301886793,0.11320754716981132,0.04716981132075472,0.03773584905660377,0.009433962264150943,0.8867924528301887,0.09433962264150944,0.009433962264150943,0.009433962264150943,0.0,0.7924528301886793,0.09433962264150944,0.11320754716981132,0.0,0.0,0.8962264150943396,0.08490566037735849,0.018867924528301886,0.0,0.0,0.7830188679245284,0.0660377358490566,0.09433962264150944,0.04716981132075472,0.009433962264150943,0.839622641509434,0.1320754716981132,0.018867924528301886,0.009433962264150943,0.0,0.8867924528301887,0.09433962264150944,0.018867924528301886,0.0,0.0,0.8584905660377359,0.07547169811320754,0.05660377358490566,0.009433962264150943,0.0,0.6981132075471698,0.1320754716981132,0.1320754716981132,0.03773584905660377,0.0,0.9339622641509434,0.02830188679245283,0.018867924528301886,0.018867924528301886,0.0,0.7264150943396226,0.1509433962264151,0.09433962264150944,0.02830188679245283,0.0
18,0.6858638743455497,0.21465968586387435,0.09947643979057591,0.0,0.0,0.680628272251309,0.1518324607329843,0.13612565445026178,0.031413612565445025,0.0,0.7120418848167539,0.13612565445026178,0.1099476439790576,0.041884816753926704,0.0,0.612565445026178,0.17801047120418848,0.13089005235602094,0.06806282722513089,0.010471204188481676,0.7329842931937173,0.16230366492146597,0.08376963350785341,0.020942408376963352,0.0,0.44502617801047123,0.28272251308900526,0.18848167539267016,0.08376963350785341,0.0,0.7015706806282722,0.19895287958115182,0.07853403141361257,0.015706806282722512,0.005235602094240838,0.6963350785340314,0.2670157068062827,0.031413612565445025,0.005235602094240838,0.0,0.5706806282722513,0.193717277486911,0.18848167539267016,0.041884816753926704,0.005235602094240838,0.3612565445026178,0.3507853403141361,0.25654450261780104,0.02617801047120419,0.005235602094240838,0.6963350785340314,0.09947643979057591,0.14659685863874344,0.03664921465968586,0.020942408376963352,0.4816753926701571,0.29842931937172773,0.18324607329842932,0.03664921465968586,0.0
19,0.9226804123711341,0.07216494845360824,0.005154639175257732,0.0,0.0,0.9639175257731959,0.02577319587628866,0.010309278350515464,0.0,0.0,0.9742268041237113,0.02577319587628866,0.0,0.0,0.0,0.8969072164948454,0.03608247422680412,0.04639175257731959,0.020618556701030927,0.0,0.9020618556701031,0.07216494845360824,0.020618556701030927,0.005154639175257732,0.0,0.8505154639175257,0.10309278350515463,0.04639175257731959,0.0,0.0,0.9072164948453608,0.08247422680412371,0.005154639175257732,0.005154639175257732,0.0,0.9175257731958762,0.06701030927835051,0.015463917525773196,0.0,0.0,0.8505154639175257,0.08247422680412371,0.061855670103092786,0.005154639175257732,0.0,0.7577319587628866,0.1958762886597938,0.04639175257731959,0.0,0.0,0.9587628865979382,0.015463917525773196,0.02577319587628866,0.0,0.0,0.8556701030927835,0.12371134020618557,0.015463917525773196,0.005154639175257732,0.0
20,0.9964446551315478,0.00355534486845224,0.0,0.0,0.0,0.9997629770087698,0.00023702299123014932,0.0,0.0,0.0,0.9997629770087698,0.00023702299123014932,0.0,0.0,0.0,0.9976297700876985,0.0018961839298411946,0.00047404598246029864,0.0,0.0,0.9971557241052382,0.0026072529035316427,0.00023702299123014932,0.0,0.0,0.9997629770087698,0.00023702299123014932,0.0,0.0,0.0,0.9940744252192463,0.004266413842142688,0.001422137947380896,0.00023702299123014932,0.0,1.0,0.0,0.0,0.0,0.0,0.9973927470964684,0.002133206921071344,0.00047404598246029864,0.0,0.0,0.9973927470964684,0.0026072529035316427,0.0,0.0,0.0,0.9992889310263096,0.0,0.000711068973690448,0.0,0.0,0.9978667930789287,0.002133206921071344,0.0,0.0,0.0
21,0.7525773195876289,0.2268041237113402,0.020618556701030927,0.0,0.0,0.7731958762886598,0.16494845360824742,0.061855670103092786,0.0,0.0,0.8350515463917526,0.1134020618556701,0.05154639175257732,0.0,0.0,0.6288659793814433,0.20618556701030927,0.13402061855670103,0.020618556701030927,0.010309278350515464,0.7835051546391752,0.1134020618556701,0.08247422680412371,0.020618556701030927,0.0,0.5670103092783505,0.27835051546391754,0.13402061855670103,0.020618556701030927,0.0,0.8865979381443299,0.07216494845360824,0.020618556701030927,0.020618556701030927,0.0,0.6597938144329897,0.31958762886597936,0.020618556701030927,0.0,0.0,0.8041237113402062,0.12371134020618557,0.061855670103092786,0.010309278350515464,0.0,0.4329896907216495,0.44329896907216493,0.12371134020618557,0.0,0.0,0.7835051546391752,0.07216494845360824,0.14432989690721648,0.0,0.0,0.5876288659793815,0.32989690721649484,0.05154639175257732,0.030927835051546393,0.0
22,0.8214285714285714,0.12857142857142856,0.05,0.0,0.0,0.8928571428571429,0.06428571428571428,0.03571428571428571,0.007142857142857143,0.0,0.8785714285714286,0.10714285714285714,0.0,0.014285714285714285,0.0,0.8071428571428572,0.07142857142857142,0.07857142857142857,0.03571428571428571,0.007142857142857143,0.8642857142857143,0.07142857142857142,0.05714285714285714,0.007142857142857143,0.0,0.5785714285714286,0.20714285714285716,0.15714285714285714,0.05714285714285714,0.0,0.8428571428571429,0.08571428571428572,0.06428571428571428,0.007142857142857143,0.0,0.8071428571428572,0.14285714285714285,0.04285714285714286,0.007142857142857143,0.0,0.7857142857142857,0.11428571428571428,0.1,0.0,0.0,0.6,0.2571428571428571,0.14285714285714285,0.0,0.0,0.8571428571428571,0.05714285714285714,0.06428571428571428,0.014285714285714285,0.007142857142857143,0.7428571428571429,0.14285714285714285,0.10714285714285714,0.007142857142857143,0.0
23,0.9954780361757106,0.004521963824289405,0.0,0.0,0.0,0.9961240310077519,0.003875968992248062,0.0,0.0,0.0,0.9941860465116279,0.00516795865633075,0.0006459948320413437,0.0,0.0,0.9961240310077519,0.003229974160206718,0.0006459948320413437,0.0,0.0,0.998062015503876,0.001937984496124031,0.0,0.0,0.0,0.9993540051679587,0.0006459948320413437,0.0,0.0,0.0,0.9883720930232558,0.00904392764857881,0.002583979328165375,0.0,0.0,0.9987080103359173,0.0012919896640826874,0.0,0.0,0.0,0.9916020671834626,0.007751937984496124,0.0006459948320413437,0.0,0.0,0.9903100775193798,0.008397932816537468,0.0012919896640826874,0.0,0.0,0.9967700258397932,0.002583979328165375,0.0006459948320413437,0.0,0.0,0.9922480620155039,0.006459948320413436,0.0012919896640826874,0.0,0.0
24,0.9974625729510277,0.002537427048972342,0.0,0.0,0.0,0.9989850291804111,0.0010149708195889369,0.0,0.0,0.0,0.9997462572951028,0.0002537427048972342,0.0,0.0,0.0,0.9961938594265415,0.0030449124587668104,0.0005074854097944684,0.0002537427048972342,0.0,0.9908652626236996,0.008880994671403197,0.0002537427048972342,0.0,0.0,0.9997462572951028,0.0002537427048972342,0.0,0.0,0.0,0.9860441512306521,0.008627251966505963,0.0053285968028419185,0.0,0.0,0.9992387718853083,0.0007612281146917026,0.0,0.0,0.0,0.9944176604922609,0.005582339507739152,0.0,0.0,0.0,0.9934026896726719,0.0065973103273280894,0.0,0.0,0.0,0.9989850291804111,0.0,0.0007612281146917026,0.0002537427048972342,0.0,0.9959401167216443,0.0040598832783557475,0.0,0.0,0.0
25,0.9982901111427758,0.0014249073810202336,0.00028498147620404675,0.0,0.0,0.9991450555713879,0.0005699629524080935,0.00028498147620404675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9977201481903676,0.001994870333428327,0.00028498147620404675,0.0,0.0,0.9954402963807353,0.004559703619264748,0.0,0.0,0.0,0.999715018523796,0.00028498147620404675,0.0,0.0,0.0,0.9900256483328583,0.005414648047876888,0.004274722143060701,0.00028498147620404675,0.0,0.9991450555713879,0.0008549444286121402,0.0,0.0,0.0,0.9934454260473069,0.006554573952693075,0.0,0.0,0.0,0.9957252778569393,0.004274722143060701,0.0,0.0,0.0,0.9988600740951838,0.0005699629524080935,0.0005699629524080935,0.0,0.0,0.9988600740951838,0.001139925904816187,0.0,0.0,0.0
26,0.9988925802879292,0.0011074197120708748,0.0,0.0,0.0,0.9998154300479882,0.00018456995201181247,0.0,0.0,0.0,0.9996308600959763,0.00036913990402362494,0.0,0.0,0.0,0.9959394610557402,0.0033222591362126247,0.0005537098560354374,0.00018456995201181247,0.0,0.9950166112956811,0.004614248800295312,0.00036913990402362494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.991140642303433,0.005721668512366187,0.0027685492801771874,0.00018456995201181247,0.00018456995201181247,0.9998154300479882,0.00018456995201181247,0.0,0.0,0.0,0.9966777408637874,0.003137689184200812,0.00018456995201181247,0.0,0.0,0.9968623108157992,0.003137689184200812,0.0,0.0,0.0,0.9992617201919527,0.00018456995201181247,0.0005537098560354374,0.0,0.0,0.9976005906238464,0.002399409376153562,0.0,0.0,0.0
27,0.3684210526315789,0.42105263157894735,0.21052631578947367,0.0,0.0,0.3684210526315789,0.21052631578947367,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.3684210526315789,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,0.0,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.0,0.0,0.7894736842105263,0.21052631578947367,0.0,0.0,0.0,0.3157894736842105,0.3684210526315789,0.2631578947368421,0.05263157894736842,0.0,0.0,0.0,0.5789473684210527,0.42105263157894735,0.0,0.5789473684210527,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.3684210526315789,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.05263157894736842
28,0.9971440228478172,0.0028559771521827824,0.0,0.0,0.0,0.9983680130558955,0.0016319869441044472,0.0,0.0,0.0,0.9975520195838433,0.0024479804161566705,0.0,0.0,0.0,0.9975520195838433,0.0016319869441044472,0.0008159934720522236,0.0,0.0,0.9971440228478172,0.0024479804161566705,0.0004079967360261118,0.0,0.0,0.9959200326397388,0.004079967360261118,0.0,0.0,0.0,0.9914320685434517,0.005711954304365565,0.0024479804161566705,0.0004079967360261118,0.0,1.0,0.0,0.0,0.0,0.0,0.9975520195838433,0.0024479804161566705,0.0,0.0,0.0,0.9955120359037127,0.00448796409628723,0.0,0.0,0.0,0.9991840065279478,0.0,0.0008159934720522236,0.0,0.0,0.9951040391676866,0.00448796409628723,0.0004079967360261118,0.0,0.0
29,0.6813186813186813,0.25274725274725274,0.054945054945054944,0.0,0.01098901098901099,0.9010989010989011,0.07692307692307693,0.02197802197802198,0.0,0.0,0.8571428571428571,0.0989010989010989,0.03296703296703297,0.01098901098901099,0.0,0.7692307692307693,0.0989010989010989,0.12087912087912088,0.01098901098901099,0.0,0.9120879120879121,0.04395604395604396,0.04395604395604396,0.0,0.0,0.5164835164835165,0.24175824175824176,0.23076923076923078,0.01098901098901099,0.0,0.8571428571428571,0.0989010989010989,0.03296703296703297,0.01098901098901099,0.0,0.6373626373626373,0.3076923076923077,0.054945054945054944,0.0,0.0,0.7692307692307693,0.17582417582417584,0.04395604395604396,0.01098901098901099,0.0,0.38461538461538464,0.42857142857142855,0.15384615384615385,0.03296703296703297,0.0,0.8901098901098901,0.054945054945054944,0.04395604395604396,0.01098901098901099,0.0,0.5274725274725275,0.27472527472527475,0.16483516483516483,0.03296703296703297,0.0
30,0.9088050314465409,0.07547169811320754,0.015723270440251572,0.0,0.0,0.910901467505241,0.06079664570230608,0.019916142557651992,0.005241090146750524,0.0031446540880503146,0.9287211740041929,0.039832285115303984,0.015723270440251572,0.014675052410901468,0.0010482180293501049,0.8962264150943396,0.05450733752620545,0.039832285115303984,0.009433962264150943,0.0,0.950733752620545,0.039832285115303984,0.008385744234800839,0.0010482180293501049,0.0,0.8532494758909853,0.10796645702306079,0.03668763102725367,0.0020964360587002098,0.0,0.9685534591194969,0.025157232704402517,0.0041928721174004195,0.0020964360587002098,0.0,0.9224318658280922,0.07023060796645703,0.006289308176100629,0.0010482180293501049,0.0,0.7976939203354297,0.09014675052410902,0.08385744234800839,0.0220125786163522,0.006289308176100629,0.8249475890985325,0.1331236897274633,0.03668763102725367,0.005241090146750524,0.0,0.8983228511530398,0.04821802935010482,0.03773584905660377,0.009433962264150943,0.006289308176100629,0.8584905660377359,0.10272536687631027,0.0220125786163522,0.011530398322851153,0.005241090146750524
31,0.9972222222222222,0.002777777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9972222222222222,0.0020833333333333333,0.0006944444444444445,0.0,0.0,0.9958333333333333,0.004166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9881944444444445,0.010416666666666666,0.0006944444444444445,0.0006944444444444445,0.0,0.9993055555555556,0.0006944444444444445,0.0,0.0,0.0,0.9958333333333333,0.002777777777777778,0.001388888888888889,0.0,0.0,0.9951388888888889,0.004861111111111111,0.0,0.0,0.0,0.9986111111111111,0.0,0.001388888888888889,0.0,0.0,0.9979166666666667,0.0020833333333333333,0.0,0.0,0.0
32,0.9849603500136724,0.012578616352201259,0.0021875854525567405,0.00027344818156959256,0.0,0.9948044845501778,0.0038282745419742957,0.0013672409078479629,0.0,0.0,0.987968280010938,0.008203445447087777,0.003281378178835111,0.0005468963631391851,0.0,0.9786710418375718,0.013125512715340444,0.006015859994531037,0.0021875854525567405,0.0,0.9814055236532677,0.012578616352201259,0.005195515449822259,0.0008203445447087777,0.0,0.9816789718348373,0.01394585726004922,0.0038282745419742957,0.0005468963631391851,0.0,0.9671862182116489,0.02132895816242822,0.006836204539239814,0.004101722723543888,0.0005468963631391851,0.9863275909215203,0.01175827180749248,0.0019141372709871479,0.0,0.0,0.9781241454744326,0.01585999453103637,0.005195515449822259,0.0008203445447087777,0.0,0.9669127700300792,0.022969647251845776,0.007383100902378999,0.0027344818156959257,0.0,0.9923434509160514,0.0021875854525567405,0.004922067268252666,0.0005468963631391851,0.0,0.9775772491112934,0.01695378725731474,0.004375170905113481,0.0010937927262783702,0.0
