subid,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82
28,0.9846938775510204,0.015306122448979591,0.0,0.0,0.0,0.0,0.9923469387755102,0.00510204081632653,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.9846938775510204,0.015306122448979591,0.0,0.0,0.0,0.0,0.0,0.0,0.9897959183673469,0.007653061224489796,0.0,0.002551020408163265,0.0,0.0,0.0,0.0,0.9821428571428571,0.015306122448979591,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.02040816326530612,0.0,0.0,0.0,0.9566326530612245,0.04081632653061224,0.002551020408163265,0.0,0.0,1.0,0.0,0.0,0.9846938775510204,0.015306122448979591,0.0,0.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.9948979591836735,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.9770408163265306,0.02040816326530612,0.002551020408163265,0.0,0.0,0.0,0.0,0.0
29,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,0.38461538461538464,0.5384615384615384,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.0,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.0,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.38461538461538464,0.0,0.0,0.0,0.0
30,0.6866666666666666,0.19333333333333333,0.10666666666666667,0.013333333333333334,0.0,0.0,0.6666666666666666,0.15333333333333332,0.07333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.006666666666666667,0.0,0.74,0.07333333333333333,0.06,0.06666666666666667,0.03333333333333333,0.02,0.006666666666666667,0.0,0.66,0.08,0.11333333333333333,0.1,0.02666666666666667,0.02,0.0,0.0,0.8066666666666666,0.09333333333333334,0.06666666666666667,0.02666666666666667,0.0,0.006666666666666667,0.0,0.0,0.6066666666666667,0.29333333333333333,0.08666666666666667,0.013333333333333334,0.0,0.84,0.14,0.02,0.0,0.0,0.7466666666666667,0.25333333333333335,0.0,0.5066666666666667,0.19333333333333333,0.06666666666666667,0.06666666666666667,0.05333333333333334,0.08,0.03333333333333333,0.0,0.64,0.20666666666666667,0.12,0.02666666666666667,0.006666666666666667,0.0,0.0,0.62,0.11333333333333333,0.12,0.06,0.04666666666666667,0.02666666666666667,0.013333333333333334,0.0,0.6133333333333333,0.20666666666666667,0.1,0.03333333333333333,0.02,0.02,0.006666666666666667,0.0
31,0.9822222222222222,0.017777777777777778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911111111111112,0.0,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.9733333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.06222222222222222,0.0044444444444444444,0.0,0.0,0.9955555555555555,0.0044444444444444444,0.0,0.9733333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.9733333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.9911111111111112,0.0,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.9911111111111112,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
32,0.940068493150685,0.04794520547945205,0.00684931506849315,0.005136986301369863,0.0,0.0,0.9794520547945206,0.010273972602739725,0.00684931506849315,0.003424657534246575,0.0,0.0,0.0,0.0,0.958904109589041,0.018835616438356163,0.00684931506849315,0.008561643835616438,0.005136986301369863,0.0017123287671232876,0.0,0.0,0.934931506849315,0.02226027397260274,0.018835616438356163,0.010273972602739725,0.010273972602739725,0.0017123287671232876,0.0017123287671232876,0.0,0.9195205479452054,0.05136986301369863,0.015410958904109588,0.005136986301369863,0.008561643835616438,0.0,0.0,0.0,0.9434931506849316,0.046232876712328765,0.010273972602739725,0.0,0.0,0.8647260273972602,0.10102739726027397,0.025684931506849314,0.008561643835616438,0.0,0.9486301369863014,0.05136986301369863,0.0,0.9263698630136986,0.04794520547945205,0.008561643835616438,0.011986301369863013,0.003424657534246575,0.0017123287671232876,0.0,0.0,0.9212328767123288,0.05136986301369863,0.0136986301369863,0.008561643835616438,0.005136986301369863,0.0,0.0,0.9708904109589042,0.010273972602739725,0.010273972602739725,0.003424657534246575,0.0,0.005136986301369863,0.0,0.0,0.9383561643835616,0.0410958904109589,0.008561643835616438,0.010273972602739725,0.0017123287671232876,0.0,0.0,0.0
33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,0.08333333333333333,0.5,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.25,0.0,0.25,0.25,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.0,0.75,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.9166666666666666,0.0,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.0,0.25,0.3333333333333333,0.16666666666666666,0.25,0.0,0.0,0.0
35,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,1.0,0.0,0.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.75,0.0,0.25,0.0,1.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0
37,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
38,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
39,0.9840425531914894,0.015957446808510637,0.0,0.0,0.0,0.0,0.9840425531914894,0.010638297872340425,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.9680851063829787,0.010638297872340425,0.010638297872340425,0.005319148936170213,0.005319148936170213,0.0,0.0,0.0,0.9787234042553191,0.010638297872340425,0.005319148936170213,0.0,0.005319148936170213,0.0,0.0,0.0,0.9521276595744681,0.03723404255319149,0.005319148936170213,0.005319148936170213,0.0,0.0,0.0,0.0,0.9840425531914894,0.015957446808510637,0.0,0.0,0.0,0.9095744680851063,0.06914893617021277,0.015957446808510637,0.005319148936170213,0.0,0.9680851063829787,0.031914893617021274,0.0,0.9787234042553191,0.015957446808510637,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.9680851063829787,0.026595744680851064,0.0,0.005319148936170213,0.0,0.0,0.0,0.9893617021276596,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.9627659574468085,0.031914893617021274,0.0,0.005319148936170213,0.0,0.0,0.0,0.0
40,0.9830508474576272,0.01694915254237288,0.0,0.0,0.0,0.0,0.9903147699757869,0.007263922518159807,0.002421307506053269,0.0,0.0,0.0,0.0,0.0,0.9830508474576272,0.012106537530266344,0.002421307506053269,0.002421307506053269,0.0,0.0,0.0,0.0,0.9903147699757869,0.002421307506053269,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.0,0.0,0.9491525423728814,0.043583535108958835,0.007263922518159807,0.0,0.0,0.0,0.0,0.0,0.9927360774818402,0.007263922518159807,0.0,0.0,0.0,0.9152542372881356,0.07990314769975787,0.004842615012106538,0.0,0.0,0.9975786924939467,0.002421307506053269,0.0,0.9685230024213075,0.026634382566585957,0.004842615012106538,0.0,0.0,0.0,0.0,0.0,0.9709443099273608,0.029055690072639227,0.0,0.0,0.0,0.0,0.0,0.9927360774818402,0.002421307506053269,0.002421307506053269,0.0,0.0,0.002421307506053269,0.0,0.0,0.9830508474576272,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0
41,0.9928952042628775,0.007104795737122558,0.0,0.0,0.0,0.0,0.9982238010657194,0.0017761989342806395,0.0,0.0,0.0,0.0,0.0,0.0,0.9928952042628775,0.0053285968028419185,0.0017761989342806395,0.0,0.0,0.0,0.0,0.0,0.9928952042628775,0.0053285968028419185,0.0,0.0017761989342806395,0.0,0.0,0.0,0.0,0.9804618117229129,0.017761989342806393,0.0017761989342806395,0.0,0.0,0.0,0.0,0.0,0.9982238010657194,0.0017761989342806395,0.0,0.0,0.0,0.9502664298401421,0.04440497335701599,0.0053285968028419185,0.0,0.0,1.0,0.0,0.0,0.9911190053285968,0.008880994671403197,0.0,0.0,0.0,0.0,0.0,0.0,0.9946714031971581,0.003552397868561279,0.0017761989342806395,0.0,0.0,0.0,0.0,0.9964476021314387,0.0,0.003552397868561279,0.0,0.0,0.0,0.0,0.0,0.9964476021314387,0.003552397868561279,0.0,0.0,0.0,0.0,0.0,0.0
42,0.992638036809816,0.007361963190184049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950920245398773,0.00245398773006135,0.001226993865030675,0.001226993865030675,0.0,0.0,0.0,0.0,0.996319018404908,0.0036809815950920245,0.0,0.0,0.0,0.0,0.0,0.0,0.996319018404908,0.00245398773006135,0.001226993865030675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9766871165644172,0.022085889570552148,0.001226993865030675,0.0,0.0,1.0,0.0,0.0,0.9950920245398773,0.0049079754601227,0.0,0.0,0.0,0.0,0.0,0.0,0.996319018404908,0.0036809815950920245,0.0,0.0,0.0,0.0,0.0,0.9975460122699387,0.0,0.00245398773006135,0.0,0.0,0.0,0.0,0.0,0.9938650306748467,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0
43,0.9933065595716198,0.006693440428380187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866131191432396,0.009370816599732263,0.0013386880856760374,0.002677376171352075,0.0,0.0,0.0,0.0,0.9799196787148594,0.018741633199464525,0.0013386880856760374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9464524765729585,0.0535475234270415,0.0,0.0,0.0,0.998661311914324,0.0013386880856760374,0.0,0.9852744310575636,0.014725568942436412,0.0,0.0,0.0,0.0,0.0,0.0,0.9906291834002677,0.009370816599732263,0.0,0.0,0.0,0.0,0.0,0.9959839357429718,0.0,0.002677376171352075,0.0013386880856760374,0.0,0.0,0.0,0.0,0.9879518072289156,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,0.8932584269662921,0.0898876404494382,0.011235955056179775,0.0056179775280898875,0.0,0.0,0.8820224719101124,0.07303370786516854,0.02247191011235955,0.011235955056179775,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.9269662921348315,0.028089887640449437,0.011235955056179775,0.02247191011235955,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.7921348314606742,0.0898876404494382,0.06741573033707865,0.0449438202247191,0.0056179775280898875,0.0,0.0,0.0,0.8764044943820225,0.10112359550561797,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.848314606741573,0.1404494382022472,0.011235955056179775,0.0,0.0,0.8707865168539326,0.12921348314606743,0.0,0.0,0.0,0.8370786516853933,0.15730337078651685,0.0056179775280898875,0.8539325842696629,0.11235955056179775,0.02247191011235955,0.0056179775280898875,0.0,0.0056179775280898875,0.0,0.0,0.6797752808988764,0.29775280898876405,0.02247191011235955,0.0,0.0,0.0,0.0,0.8539325842696629,0.07303370786516854,0.03932584269662921,0.0056179775280898875,0.016853932584269662,0.0056179775280898875,0.0056179775280898875,0.0,0.8258426966292135,0.16292134831460675,0.0,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.0
46,0.8846153846153846,0.11538461538461539,0.0,0.0,0.0,0.0,0.8846153846153846,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.0,0.0,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.0,0.0,0.7307692307692307,0.2692307692307692,0.0,0.9230769230769231,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.7307692307692307,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0
47,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,0.8461538461538461,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.6153846153846154,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.0,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.0,0.0,0.6153846153846154,0.38461538461538464,0.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.0,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0
48,0.11764705882352941,0.5294117647058824,0.35294117647058826,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.47058823529411764,0.0,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.0,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.4117647058823529,0.0,0.17647058823529413,0.0,0.0,0.29411764705882354,0.11764705882352941,0.35294117647058826,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.29411764705882354,0.058823529411764705,0.0,0.058823529411764705,0.9411764705882353,0.0,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.47058823529411764,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.058823529411764705,0.0,0.0,0.11764705882352941,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0
49,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
50,0.8,0.15,0.05,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.35,0.05,0.0,0.0,0.65,0.35,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.3,0.05,0.05,0.0,0.0,0.0,0.0,0.45,0.45,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.15,0.2,0.0,0.0,0.0,0.0,0.0
51,0.9902912621359223,0.009708737864077669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9870550161812298,0.006472491909385114,0.006472491909385114,0.0,0.0,0.0,0.0,0.0,0.9644012944983819,0.02912621359223301,0.006472491909385114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8964401294498382,0.10032362459546926,0.0,0.003236245954692557,0.0,0.9967637540453075,0.003236245954692557,0.0,0.9644012944983819,0.03559870550161812,0.0,0.0,0.0,0.0,0.0,0.0,0.9805825242718447,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.9967637540453075,0.0,0.003236245954692557,0.0,0.0,0.0,0.0,0.0,0.9902912621359223,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0
52,0.9362745098039216,0.06372549019607843,0.0,0.0,0.0,0.0,0.9607843137254902,0.014705882352941176,0.024509803921568627,0.0,0.0,0.0,0.0,0.0,0.9607843137254902,0.024509803921568627,0.004901960784313725,0.004901960784313725,0.0,0.004901960784313725,0.0,0.0,0.9019607843137255,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.9607843137254902,0.029411764705882353,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.9264705882352942,0.06372549019607843,0.00980392156862745,0.0,0.0,0.9264705882352942,0.06372549019607843,0.00980392156862745,0.0,0.0,0.9607843137254902,0.0392156862745098,0.0,0.9215686274509803,0.06372549019607843,0.00980392156862745,0.004901960784313725,0.0,0.0,0.0,0.0,0.8676470588235294,0.1323529411764706,0.0,0.0,0.0,0.0,0.0,0.9558823529411765,0.0196078431372549,0.014705882352941176,0.00980392156862745,0.0,0.0,0.0,0.0,0.9362745098039216,0.05392156862745098,0.00980392156862745,0.0,0.0,0.0,0.0,0.0
53,0.9879518072289156,0.012048192771084338,0.0,0.0,0.0,0.0,0.9969879518072289,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9909638554216867,0.0030120481927710845,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.9668674698795181,0.03313253012048193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9578313253012049,0.03614457831325301,0.006024096385542169,0.0,0.0,1.0,0.0,0.0,0.9759036144578314,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.9698795180722891,0.030120481927710843,0.0,0.0,0.0,0.0,0.0,0.9939759036144579,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.9879518072289156,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0
54,0.9889655172413793,0.011034482758620689,0.0,0.0,0.0,0.0,0.9820689655172414,0.015172413793103448,0.002758620689655172,0.0,0.0,0.0,0.0,0.0,0.9903448275862069,0.004137931034482759,0.004137931034482759,0.001379310344827586,0.0,0.0,0.0,0.0,0.9944827586206897,0.004137931034482759,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.9806896551724138,0.016551724137931035,0.002758620689655172,0.0,0.0,0.0,0.0,0.0,0.9958620689655172,0.004137931034482759,0.0,0.0,0.0,0.96,0.038620689655172416,0.0,0.001379310344827586,0.0,0.9972413793103448,0.002758620689655172,0.0,0.9806896551724138,0.019310344827586208,0.0,0.0,0.0,0.0,0.0,0.0,0.9889655172413793,0.011034482758620689,0.0,0.0,0.0,0.0,0.0,0.9986206896551724,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.9862068965517241,0.012413793103448275,0.0,0.001379310344827586,0.0,0.0,0.0,0.0
55,0.963855421686747,0.03614457831325301,0.0,0.0,0.0,0.0,0.9518072289156626,0.03614457831325301,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.963855421686747,0.012048192771084338,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9518072289156626,0.04819277108433735,0.0,0.0,0.0,1.0,0.0,0.0,0.9879518072289156,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.963855421686747,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963855421686747,0.024096385542168676,0.012048192771084338,0.0,0.0,0.0,0.0,0.0
